L1	L2	L3	L4	KO
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00253
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00263
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00382
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00626
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01028
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01029
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01848
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01849
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01966
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01969
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07509
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07513
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00632
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00822
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00826
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01027
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01640
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01641
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01692
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01782
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01825
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01847
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01964
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01965
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01968
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K03334
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05605
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05606
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05607
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07250
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07508
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07511
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07514
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K07515
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K08683
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K09478
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K09699
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K11381
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K11410
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K11538
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K11942
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K13524
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K13766
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K14085
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K15036
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K15037
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00789
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00558
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01251
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01697
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K10150
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K03334
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00451
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00468
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00457
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01800
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01555
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00157
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00450
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01801
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01557
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00135
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00139
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00259
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00260
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00261
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00262
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00264
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00272
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00278
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00294
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00608
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00609
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00610
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00764
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00811
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00814
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00820
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00265
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00266
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00812
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00813
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01955
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01956
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14455
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00823
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00827
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00830
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01424
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01425
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01437
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01580
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01744
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01755
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01756
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01779
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01914
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01915
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01939
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01940
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01948
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01953
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01954
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K03334
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K05597
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K07250
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K09758
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K11358
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K11540
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K11541
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13524
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13566
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13821
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14260
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14454
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14681
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K15371
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00003
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00016
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00133
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00388
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00456
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00544
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00547
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00548
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00549
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00558
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00640
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00641
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00651
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00772
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00789
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00797
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00802
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00811
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00815
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00832
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00838
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00812
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00813
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00899
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00928
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01011
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01243
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01244
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01251
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01450
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01611
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01697
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01738
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01739
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01740
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01752
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01758
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01760
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01761
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01762
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K03334
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05395
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05396
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05884
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05933
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K07173
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08963
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08964
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08966
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08965
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08967
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08968
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08969
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K09758
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K09880
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K10150
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K10764
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K11358
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12339
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12525
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12524
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12526
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K13034
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K14155
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K14454
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K14455
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00129
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00146
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00270
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00274
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00276
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00285
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00430
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00457
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00487
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00500
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00529
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00588
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00813
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00812
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00811
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00815
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00817
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00824
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00832
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00838
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01426
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01451
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01593
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01666
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01904
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01912
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K02554
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K03334
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K03782
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05709
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05708
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05710
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05711
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05712
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05713
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05714
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05821
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K07253
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K10437
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K09754
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K10775
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K10797
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K11188
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K11358
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K12732
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K13064
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K13371
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K14454
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K13372
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K14455
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00003
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00018
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00050
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00058
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00060
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00108
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00130
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00133
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00273
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00274
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00276
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00281
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00301
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00314
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00315
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00382
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00282
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00302
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00283
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00303
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00304
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00305
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00306
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00499
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00542
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00544
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00552
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00600
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00605
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00613
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00639
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00643
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00827
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00830
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00831
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00836
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00865
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00872
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00928
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00998
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01079
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01620
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01694
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01697
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01733
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01752
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01695
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01696
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01753
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01754
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01758
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K02203
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K02204
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K06001
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K06718
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K06720
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K08688
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K10150
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K10674
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K11440
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12235
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12525
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12524
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12526
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12972
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K13745
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K14085
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00261
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01425
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01776
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01924
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01925
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K05597
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K00022
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00128
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00149
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00157
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00164
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00252
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00274
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00429
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00452
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00453
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00463
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00466
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00486
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00493
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00502
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00543
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00562
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00626
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00669
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00816
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00825
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00838
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01237
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01426
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01432
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01501
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01556
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01593
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01667
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01692
