gene	accession	hmmsource
K00266_1.4.1.13,1.4.1.14	HMMsoil73656	FOAM_DB
K00362_1.7.1.4	HMMsoil73673	FOAM_DB
K00374_1.7.99.4	HMMsoil73717	FOAM_DB
K00362_1.7.1.4	HMMsoil73766	FOAM_DB
K00366_1.7.7.1	HMMsoil74035	FOAM_DB
K00363_1.7.1.4	HMMsoil74042	FOAM_DB
K00373	HMMsoil74306	FOAM_DB
K00366_1.7.7.1	HMMsoil74315	FOAM_DB
K00362_1.7.1.4	HMMsoil74117	FOAM_DB
K00368_1.7.2.1	HMMsoil74508	FOAM_DB
K00371_1.7.99.4	HMMsoil74543	FOAM_DB
K00360_1.7.1.1	HMMsoil74557	FOAM_DB
K00376_1.7.2.4	HMMsoil74754	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil74633	FOAM_DB
K00374_1.7.99.4	HMMsoil74820	FOAM_DB
K00372_1.7.99.4	HMMsoil75003	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil75179	FOAM_DB
K04014	HMMsoil75368	FOAM_DB
K00366_1.7.7.1	HMMsoil75432	FOAM_DB
K05601,K00368_1.7.99.1,1.7.2.1	HMMsoil75442	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil75425	FOAM_DB
K02591_1.18.6.1	HMMsoil75426	FOAM_DB
K00362_1.7.1.4	HMMsoil75715	FOAM_DB
K00368_1.7.2.1	HMMsoil75734	FOAM_DB
K00261_1.4.1.3	HMMsoil75820	FOAM_DB
K01915_6.3.1.2	HMMsoil76091	FOAM_DB
K02305	HMMsoil76153	FOAM_DB
K00362_1.7.1.4	HMMsoil76211	FOAM_DB
K00373	HMMsoil76239	FOAM_DB
K00362_1.7.1.4	HMMsoil76497	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil76337	FOAM_DB
K00362_1.7.1.4	HMMsoil76709	FOAM_DB
K02567_1.7.99.4	HMMsoil76737	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil76758	FOAM_DB
K00360_1.7.1.1	HMMsoil76585	FOAM_DB
K00362_1.7.1.4	HMMsoil77266	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil76917	FOAM_DB
K15864,K00368_1.7.2.1,1.7.99.1	HMMsoil76924	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil77014	FOAM_DB
K00366_1.7.7.1	HMMsoil77021	FOAM_DB
K00362_1.7.1.4	HMMsoil77033	FOAM_DB
K00372_1.7.99.4	HMMsoil77034	FOAM_DB
K00284_1.4.7.1	HMMsoil77222	FOAM_DB
K00284_1.4.7.1	HMMsoil77500	FOAM_DB
K00362_1.7.1.4	HMMsoil77567	FOAM_DB
K00368_1.7.2.1	HMMsoil77714	FOAM_DB
K00372_1.7.99.4	HMMsoil77716	FOAM_DB
K02567_1.7.99.4	HMMsoil77724	FOAM_DB
K00362_1.7.1.4	HMMsoil77769	FOAM_DB
K02567_1.7.99.4	HMMsoil77796	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil77973	FOAM_DB
K00262_1.4.1.4	HMMsoil77872	FOAM_DB
K00368_1.7.2.1	HMMsoil77887	FOAM_DB
K00372_1.7.99.4	HMMsoil77888	FOAM_DB
K00366_1.7.7.1	HMMsoil78038	FOAM_DB
K00368,K15864,K05601_1.7.2.1,1.7.99.1	HMMsoil78052	FOAM_DB
K00362_1.7.1.4	HMMsoil78063	FOAM_DB
K00362_1.7.1.4	HMMsoil78276	FOAM_DB
K00362_1.7.1.4	HMMsoil78318	FOAM_DB
K00366_1.7.7.1	HMMsoil78326	FOAM_DB
K00362_1.7.1.4	HMMsoil78334	FOAM_DB
K00366_1.7.7.1	HMMsoil78174	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil78176	FOAM_DB
K15906	HMMsoil78814	FOAM_DB
K00371_1.7.99.4	HMMsoil78659	FOAM_DB
K04014	HMMsoil78667	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil78702	FOAM_DB
K00363_1.7.1.4	HMMsoil78806	FOAM_DB
K00362_1.7.1.4	HMMsoil78854	FOAM_DB
K00366_1.7.7.1	HMMsoil78927	FOAM_DB
K00366_1.7.7.1	HMMsoil79203	FOAM_DB
K02567_1.7.99.4	HMMsoil79204	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil79163	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil79182	FOAM_DB
K00362_1.7.1.4	HMMsoil79450	FOAM_DB
K04014	HMMsoil79451	FOAM_DB
K00360_1.7.1.1	HMMsoil79486	FOAM_DB
K00363_1.7.1.4	HMMsoil79425	FOAM_DB
K10945	HMMsoil79707	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil79572	FOAM_DB
K00360_1.7.1.1	HMMsoil79731	FOAM_DB
K00371_1.7.99.4	HMMsoil79733	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil79783	FOAM_DB
K01953_6.3.5.4	HMMsoil79858	FOAM_DB
K03385_1.7.2.2	HMMsoil79975	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil80029	FOAM_DB
K00366_1.7.7.1	HMMsoil80279	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil80280	FOAM_DB
K00372_1.7.99.4	HMMsoil80288	FOAM_DB
K02591_1.18.6.1	HMMsoil80155	FOAM_DB
K00363_1.7.1.4	HMMsoil80474	FOAM_DB
K00362_1.7.1.4	HMMsoil80570	FOAM_DB
K00284_1.4.7.1	HMMsoil80513	FOAM_DB
K00284_1.4.7.1	HMMsoil80514	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil80515	FOAM_DB
K02591_1.18.6.1	HMMsoil80523	FOAM_DB
K04014	HMMsoil80525	FOAM_DB
K04013	HMMsoil80529	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil80705	FOAM_DB
K00362_1.7.1.4	HMMsoil80769	FOAM_DB
K00372_1.7.99.4	HMMsoil80771	FOAM_DB
K00363_1.7.1.4	HMMsoil80795	FOAM_DB
K00372_1.7.99.4	HMMsoil80820	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil80846	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil80980	FOAM_DB
K00260_1.4.1.2	HMMsoil80995	FOAM_DB
K00368_1.7.2.1	HMMsoil81035	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil81092	FOAM_DB
K00360_1.7.1.1	HMMsoil81128	FOAM_DB
K00372_1.7.99.4	HMMsoil81133	FOAM_DB
K00368_1.7.2.1	HMMsoil81324	FOAM_DB
K00371_1.7.99.4	HMMsoil81338	FOAM_DB
K02567_1.7.99.4	HMMsoil81409	FOAM_DB
K00372_1.7.99.4	HMMsoil81427	FOAM_DB
K00261_1.4.1.3	HMMsoil81269	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil81271	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil81281	FOAM_DB
K00372_1.7.99.4	HMMsoil81282	FOAM_DB
K00262_1.4.1.4	HMMsoil81557	FOAM_DB
K00261_1.4.1.3	HMMsoil81560	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil81652	FOAM_DB
K00372_1.7.99.4	HMMsoil81917	FOAM_DB
K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil81928	FOAM_DB
K00372_1.7.99.4	HMMsoil81954	FOAM_DB
K04014	HMMsoil82197	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil82013	FOAM_DB
K04014	HMMsoil82373	FOAM_DB
K00370_1.7.99.4	HMMsoil82416	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil82418	FOAM_DB
K00372_1.7.99.4	HMMsoil82432	FOAM_DB
K00372_1.7.99.4	HMMsoil82451	FOAM_DB
K01915_6.3.1.2	HMMsoil82537	FOAM_DB
K00266,K00264_1.4.1.13,1.4.1.14	HMMsoil82538	FOAM_DB
K00366_1.7.7.1	HMMsoil82760	FOAM_DB
K00368_1.7.2.1	HMMsoil82737	FOAM_DB
K00368_1.7.2.1	HMMsoil82747	FOAM_DB
K00366,K00392,K00381_1.7.7.1,1.8.7.1,1.8.1.2	HMMsoil82754	FOAM_DB
K00368_1.7.2.1	HMMsoil82756	FOAM_DB
K00368_1.7.2.1	HMMsoil82758	FOAM_DB
K00362_1.7.1.4	HMMsoil82943	FOAM_DB
K00362_1.7.1.4	HMMsoil83046	FOAM_DB
K00362_1.7.1.4	HMMsoil83060	FOAM_DB
K00368_1.7.2.1	HMMsoil83062	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil83147	FOAM_DB
K00362_1.7.1.4	HMMsoil82972	FOAM_DB
K04013	HMMsoil82989	FOAM_DB
K00368_1.7.2.1	HMMsoil83236	FOAM_DB
K00366_1.7.7.1	HMMsoil83264	FOAM_DB
K04014	HMMsoil83266	FOAM_DB
K00362_1.7.1.4	HMMsoil83371	FOAM_DB
K00262_1.4.1.4	HMMsoil83279	FOAM_DB
K00372_1.7.99.4	HMMsoil83453	FOAM_DB
K00372_1.7.99.4	HMMsoil83455	FOAM_DB
K00373	HMMsoil83456	FOAM_DB
K00366_1.7.7.1	HMMsoil83457	FOAM_DB
K00362_1.7.1.4	HMMsoil83486	FOAM_DB
K02591_1.18.6.1	HMMsoil83502	FOAM_DB
K00362_1.7.1.4	HMMsoil83516	FOAM_DB
K00373	HMMsoil83538	FOAM_DB
K00362_1.7.1.4	HMMsoil83732	FOAM_DB
K00372_1.7.99.4	HMMsoil83961	FOAM_DB
K00374_1.7.99.4	HMMsoil84002	FOAM_DB
K00360_1.7.1.1	HMMsoil84034	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil84043	FOAM_DB
K00262_1.4.1.4	HMMsoil84069	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil84342	FOAM_DB
K00368_1.7.2.1	HMMsoil84218	FOAM_DB
K00372_1.7.99.4	HMMsoil84226	FOAM_DB
K00284_1.4.7.1	HMMsoil84229	FOAM_DB
K04014	HMMsoil84282	FOAM_DB
K00372_1.7.99.4	HMMsoil84290	FOAM_DB
K00373	HMMsoil84317	FOAM_DB
K00370_1.7.99.4	HMMsoil84510	FOAM_DB
K00362_1.7.1.4	HMMsoil84361	FOAM_DB
K00362_1.7.1.4	HMMsoil84876	FOAM_DB
K00370_1.7.99.4	HMMsoil85043	FOAM_DB
K00372_1.7.99.4	HMMsoil85151	FOAM_DB
K00372_1.7.99.4	HMMsoil85364	FOAM_DB
K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil85370	FOAM_DB
K00360_1.7.1.1	HMMsoil85384	FOAM_DB
K00370_1.7.99.4	HMMsoil85609	FOAM_DB
K00370_1.7.99.4	HMMsoil85619	FOAM_DB
K00362_1.7.1.4	HMMsoil85716	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil85735	FOAM_DB
K01915_6.3.1.2	HMMsoil85750	FOAM_DB
K00362_1.7.1.4	HMMsoil85960	FOAM_DB
K00373	HMMsoil86272	FOAM_DB
K00261_1.4.1.3	HMMsoil86076	FOAM_DB
K01915_6.3.1.2	HMMsoil86083	FOAM_DB
K00372_1.7.99.4	HMMsoil86476	FOAM_DB
K04014	HMMsoil86543	FOAM_DB
K00372_1.7.99.4	HMMsoil86448	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil86626	FOAM_DB
K00371_1.7.99.4	HMMsoil86651	FOAM_DB
K00372_1.7.99.4	HMMsoil86874	FOAM_DB
K00372_1.7.99.4	HMMsoil86734	FOAM_DB
K00362_1.7.1.4	HMMsoil86826	FOAM_DB
K00366_1.7.7.1	HMMsoil86894	FOAM_DB
K00372_1.7.99.4	HMMsoil86980	FOAM_DB
K00366_1.7.7.1	HMMsoil86987	FOAM_DB
K00366_1.7.7.1	HMMsoil86988	FOAM_DB
K00261_1.4.1.3	HMMsoil87114	FOAM_DB
K01915_6.3.1.2	HMMsoil87119	FOAM_DB
K00372_1.7.99.4	HMMsoil87346	FOAM_DB
K00366_1.7.7.1	HMMsoil87494	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil87545	FOAM_DB
K00366_1.7.7.1	HMMsoil87630	FOAM_DB
K00360_1.7.1.1	HMMsoil87677	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil87941	FOAM_DB
K00362_1.7.1.4	HMMsoil87824	FOAM_DB
K00366_1.7.7.1	HMMsoil87845	FOAM_DB
K05601_1.7.99.1	HMMsoil87880	FOAM_DB
K00372_1.7.99.4	HMMsoil88176	FOAM_DB
K10946	HMMsoil88054	FOAM_DB
K00366,K01011_1.7.7.1,2.8.1.1,2.8.1.2	HMMsoil88370	FOAM_DB
K00366_1.7.7.1	HMMsoil88260	FOAM_DB
K00372_1.7.99.4	HMMsoil88347	FOAM_DB
K00362_1.7.1.4	HMMsoil88653	FOAM_DB
K00362_1.7.1.4	HMMsoil88924	FOAM_DB
K00366_1.7.7.1	HMMsoil88751	FOAM_DB
K00362_1.7.1.4	HMMsoil89229	FOAM_DB
K00261_1.4.1.3	HMMsoil89035	FOAM_DB
K00373	HMMsoil88887	FOAM_DB
K00362_1.7.1.4	HMMsoil88958	FOAM_DB
K00362_1.7.1.4	HMMsoil89243	FOAM_DB
K00372_1.7.99.4	HMMsoil89411	FOAM_DB
K04013	HMMsoil89469	FOAM_DB
K02305_1.7.99.7	HMMsoil89491	FOAM_DB
K04013	HMMsoil89762	FOAM_DB
K02305_1.7.99.7	HMMsoil89783	FOAM_DB
K00362_1.7.1.4	HMMsoil89584	FOAM_DB
K00366_1.7.7.1	HMMsoil89751	FOAM_DB
K00372_1.7.99.4	HMMsoil89755	FOAM_DB
K10535_1.7.3.4	HMMsoil89788	FOAM_DB
K15864	HMMsoil90032	FOAM_DB
K00261_1.4.1.3	HMMsoil89852	FOAM_DB
K00370_1.7.99.4	HMMsoil89949	FOAM_DB
K00373	HMMsoil89970	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil90242	FOAM_DB
K00366_1.7.7.1	HMMsoil90554	FOAM_DB
K00366_1.7.7.1	HMMsoil90573	FOAM_DB
K00362_1.7.1.4	HMMsoil90622	FOAM_DB
K00362_1.7.1.4	HMMsoil90536	FOAM_DB
K00372_1.7.99.4	HMMsoil90539	FOAM_DB
K00372_1.7.99.4	HMMsoil90804	FOAM_DB
K00372_1.7.99.4	HMMsoil90814	FOAM_DB
K00362_1.7.1.4	HMMsoil90844	FOAM_DB
K00374_1.7.99.4	HMMsoil90759	FOAM_DB
K00372_1.7.99.4	HMMsoil91081	FOAM_DB
K00362_1.7.1.4	HMMsoil90922	FOAM_DB
K00284_1.4.7.1	HMMsoil91346	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil91022	FOAM_DB
K00374_1.7.99.4	HMMsoil91027	FOAM_DB
K00284_1.4.7.1	HMMsoil91064	FOAM_DB
K04014	HMMsoil91131	FOAM_DB
K01915_6.3.1.2	HMMsoil91180	FOAM_DB
K00360_1.7.1.1	HMMsoil91424	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil91308	FOAM_DB
K00373	HMMsoil91598	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil91453	FOAM_DB
K00374_1.7.99.4	HMMsoil91647	FOAM_DB
K10534_1.7.1.3	HMMsoil91669	FOAM_DB
K00366_1.7.7.1	HMMsoil91902	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil91903	FOAM_DB
K10535_1.7.3.4	HMMsoil91911	FOAM_DB
K00362_1.7.1.4	HMMsoil91916	FOAM_DB
K00372_1.7.99.4	HMMsoil91747	FOAM_DB
K00264_1.4.1.13,1.4.1.14	HMMsoil92017	FOAM_DB
K00366_1.7.7.1	HMMsoil92166	FOAM_DB
K00362_1.7.1.4	HMMsoil92171	FOAM_DB
K00362_1.7.1.4	HMMsoil92248	FOAM_DB
K00363_1.7.1.4	HMMsoil92375	FOAM_DB
K00362_1.7.1.4	HMMsoil92402	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil92713	FOAM_DB
K00262_1.4.1.4	HMMsoil92841	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil92861	FOAM_DB
K02305	HMMsoil92884	FOAM_DB
K00372_1.7.99.4	HMMsoil92964	FOAM_DB
K00370,K08345,K15905_1.7.99.4	HMMsoil92982	FOAM_DB
K00366_1.7.7.1	HMMsoil92991	FOAM_DB
K00360_1.7.1.1	HMMsoil92999	FOAM_DB
K02305_1.7.99.7	HMMsoil93245	FOAM_DB
K02567_1.7.99.4	HMMsoil93246	FOAM_DB
K00362_1.7.1.4	HMMsoil93191	FOAM_DB
K00366_1.7.7.1	HMMsoil93196	FOAM_DB
K04014	HMMsoil93537	FOAM_DB
K02567_1.7.99.4	HMMsoil93495	FOAM_DB
K00372_1.7.99.4	HMMsoil93499	FOAM_DB
K00371_1.7.99.4	HMMsoil93594	FOAM_DB
K00362_1.7.1.4	HMMsoil93600	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil93790	FOAM_DB
K00373	HMMsoil93854	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil94091	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil94126	FOAM_DB
K02591_1.18.6.1	HMMsoil94137	FOAM_DB
K00371_1.7.99.4	HMMsoil94330	FOAM_DB
K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil94411	FOAM_DB
K00362_1.7.1.4	HMMsoil94384	FOAM_DB
K00366_1.7.7.1	HMMsoil94565	FOAM_DB
K00261_1.4.1.3	HMMsoil94570	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil94619	FOAM_DB
K02567_1.7.99.4	HMMsoil94631	FOAM_DB
K00362_1.7.1.4	HMMsoil94830	FOAM_DB
K00362_1.7.1.4	HMMsoil94888	FOAM_DB
K00262_1.4.1.4	HMMsoil95059	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil95091	FOAM_DB
K00362_1.7.1.4	HMMsoil94843	FOAM_DB
K00374_1.7.99.4	HMMsoil94845	FOAM_DB
K00373	HMMsoil95143	FOAM_DB
K00372_1.7.99.4	HMMsoil95332	FOAM_DB
K00262_1.4.1.4	HMMsoil95377	FOAM_DB
K00374_1.7.99.4	HMMsoil95400	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil95406	FOAM_DB
K00372_1.7.99.4	HMMsoil95614	FOAM_DB
K00372_1.7.99.4	HMMsoil95697	FOAM_DB
K00373	HMMsoil95751	FOAM_DB
K00362_1.7.1.4	HMMsoil95976	FOAM_DB
K00371_1.7.99.4	HMMsoil95943	FOAM_DB
K00372_1.7.99.4	HMMsoil96218	FOAM_DB
K04561_1.7.2.5	HMMsoil96307	FOAM_DB
K00362_1.7.1.4	HMMsoil96110	FOAM_DB
K00372_1.7.99.4	HMMsoil96114	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil96256	FOAM_DB
K00362_1.7.1.4	HMMsoil96874	FOAM_DB
K00363_1.7.1.4	HMMsoil96561	FOAM_DB
K00374_1.7.99.4	HMMsoil96562	FOAM_DB
K00372_1.7.99.4	HMMsoil96575	FOAM_DB
K00372_1.7.99.4	HMMsoil96617	FOAM_DB
K00372_1.7.99.4	HMMsoil96595	FOAM_DB
K00366_1.7.7.1	HMMsoil96755	FOAM_DB
K00368_1.7.2.1	HMMsoil96823	FOAM_DB
K10534_1.7.1.3	HMMsoil97150	FOAM_DB
K00363_1.7.1.4	HMMsoil97152	FOAM_DB
K01953_6.3.5.4	HMMsoil97475	FOAM_DB
K02567_1.7.99.4	HMMsoil97622	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil97666	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil97606	FOAM_DB
K08361	HMMsoil97971	FOAM_DB
K00360_1.7.1.1	HMMsoil97972	FOAM_DB
K00363_1.7.1.4	HMMsoil97926	FOAM_DB
K00372_1.7.99.4	HMMsoil97937	FOAM_DB
K00368,K05601_1.7.2.1,1.7.99.1	HMMsoil98087	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil98215	FOAM_DB
K02305	HMMsoil98281	FOAM_DB
K00366_1.7.7.1	HMMsoil98236	FOAM_DB
K00366_1.7.7.1	HMMsoil98364	FOAM_DB
K04014	HMMsoil98541	FOAM_DB
K00376_1.7.2.4	HMMsoil98571	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil98618	FOAM_DB
K00372_1.7.99.4	HMMsoil98714	FOAM_DB
K08361	HMMsoil98724	FOAM_DB
K00371_1.7.99.4	HMMsoil98817	FOAM_DB
K02567_1.7.99.4	HMMsoil99014	FOAM_DB
K00372,K02567_1.7.99.4	HMMsoil99017	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil99032	FOAM_DB
K00284_1.4.7.1	HMMsoil99033	FOAM_DB
K00362_1.7.1.4	HMMsoil99034	FOAM_DB
K15864_1.7.2.1,1.7.99.1	HMMsoil99052	FOAM_DB
K04014	HMMsoil99072	FOAM_DB
K00370_1.7.99.4	HMMsoil99241	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil99129	FOAM_DB
K05597_3.5.1.38	HMMsoil99470	FOAM_DB
K00363_1.7.1.4	HMMsoil99490	FOAM_DB
K00362_1.7.1.4	HMMsoil99417	FOAM_DB
K00362_1.7.1.4	HMMsoil99532	FOAM_DB
K02591_1.18.6.1	HMMsoil99684	FOAM_DB
K00372_1.7.99.4	HMMsoil100153	FOAM_DB
K00363_1.7.1.4	HMMsoil100327	FOAM_DB
K02591_1.18.6.1	HMMsoil100417	FOAM_DB
K00360_1.7.1.1	HMMsoil100665	FOAM_DB
K00370_1.7.99.4	HMMsoil100608	FOAM_DB
K00368_1.7.2.1	HMMsoil101222	FOAM_DB
K02567_1.7.99.4	HMMsoil100884	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil101000	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil101004	FOAM_DB
K04014	HMMsoil101016	FOAM_DB
K10944_1.14.99.39	HMMsoil101204	FOAM_DB
K00371_1.7.99.4	HMMsoil101115	FOAM_DB
K00362_1.7.1.4	HMMsoil101149	FOAM_DB
K01915_6.3.1.2	HMMsoil101150	FOAM_DB
K00362_1.7.1.4	HMMsoil101155	FOAM_DB
K00372_1.7.99.4	HMMsoil101375	FOAM_DB
K00368_1.7.2.1	HMMsoil101501	FOAM_DB
K00363_1.7.1.4	HMMsoil101661	FOAM_DB
K00265,K00264_1.4.1.13,1.4.1.14	HMMsoil101702	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil101708	FOAM_DB
K00372_1.7.99.4	HMMsoil101733	FOAM_DB
K00362_1.7.1.4	HMMsoil101737	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil101970	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil102095	FOAM_DB
K00373	HMMsoil102285	FOAM_DB
K00362_1.7.1.4	HMMsoil102233	FOAM_DB
K00376_1.7.2.4	HMMsoil102541	FOAM_DB
K00372,K00369_1.7.99.4	HMMsoil102565	FOAM_DB
K00362_1.7.1.4	HMMsoil102886	FOAM_DB
K02591_1.18.6.1	HMMsoil102890	FOAM_DB
K00261_1.4.1.3	HMMsoil102795	FOAM_DB
K00372_1.7.99.4	HMMsoil103373	FOAM_DB
K01915_6.3.1.2	HMMsoil103100	FOAM_DB
K00371,K08346_1.7.99.4	HMMsoil103304	FOAM_DB
K00373	HMMsoil103360	FOAM_DB
K00372_1.7.99.4	HMMsoil103375	FOAM_DB
K00372_1.7.99.4	HMMsoil103392	FOAM_DB
K00370_1.7.99.4	HMMsoil103401	FOAM_DB
K00371_1.7.99.4	HMMsoil103410	FOAM_DB
K00368_1.7.2.1	HMMsoil103672	FOAM_DB
K00262_1.4.1.4	HMMsoil103714	FOAM_DB
K00362_1.7.1.4	HMMsoil104129	FOAM_DB
K00366_1.7.7.1	HMMsoil104131	FOAM_DB
K04561_1.7.2.5	HMMsoil104188	FOAM_DB
K00362_1.7.1.4	HMMsoil104215	FOAM_DB
K00373	HMMsoil104133	FOAM_DB
K00372_1.7.99.4	HMMsoil104252	FOAM_DB
K00362_1.7.1.4	HMMsoil104510	FOAM_DB
K00372_1.7.99.4	HMMsoil104526	FOAM_DB
K00374_1.7.99.4	HMMsoil104396	FOAM_DB
K00368_1.7.2.1	HMMsoil104446	FOAM_DB
K00362_1.7.1.4	HMMsoil104706	FOAM_DB
K10534_1.7.1.3	HMMsoil104734	FOAM_DB
K02591_1.18.6.1	HMMsoil104832	FOAM_DB
K00372_1.7.99.4	HMMsoil104908	FOAM_DB
K00373	HMMsoil104920	FOAM_DB
K00372_1.7.99.4	HMMsoil105009	FOAM_DB
K00366_1.7.7.1	HMMsoil105051	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil105238	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil105246	FOAM_DB
K00360_1.7.1.1	HMMsoil105293	FOAM_DB
K02305	HMMsoil105326	FOAM_DB
K00362_1.7.1.4	HMMsoil105344	FOAM_DB
K00284_1.4.7.1	HMMsoil105254	FOAM_DB
K01915_6.3.1.2	HMMsoil105387	FOAM_DB
K00372_1.7.99.4	HMMsoil105764	FOAM_DB
K00370,K08345_1.7.99.4	HMMsoil105766	FOAM_DB
K00362_1.7.1.4	HMMsoil105873	FOAM_DB
K00362_1.7.1.4	HMMsoil105961	FOAM_DB
K00372_1.7.99.4	HMMsoil106152	FOAM_DB
K00366,K00392_1.7.7.1,1.8.7.1	HMMsoil105997	FOAM_DB
K00374_1.7.99.4	HMMsoil106112	FOAM_DB
K00360_1.7.1.1	HMMsoil106329	FOAM_DB
K00362_1.7.1.4	HMMsoil106194	FOAM_DB
K02591_1.18.6.1	HMMsoil106240	FOAM_DB
K02567_1.7.99.4	HMMsoil106602	FOAM_DB
K00366_1.7.7.1	HMMsoil106878	FOAM_DB
K00371_1.7.99.4	HMMsoil106841	FOAM_DB
K00372_1.7.99.4	HMMsoil106844	FOAM_DB
K00372_1.7.99.4	HMMsoil106845	FOAM_DB
K00370_1.7.99.4	HMMsoil107141	FOAM_DB
K00366_1.7.7.1	HMMsoil107177	FOAM_DB
K00371_1.7.99.4	HMMsoil107469	FOAM_DB
K00368_1.7.2.1	HMMsoil107489	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil107493	FOAM_DB
K00366_1.7.7.1	HMMsoil107515	FOAM_DB
K00360_1.7.1.1	HMMsoil107656	FOAM_DB
K00362_1.7.1.4	HMMsoil107738	FOAM_DB
K01915_6.3.1.2	HMMsoil107779	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil107782	FOAM_DB
K10945	HMMsoil107914	FOAM_DB
K00366_1.7.7.1	HMMsoil108247	FOAM_DB
K01915_6.3.1.2	HMMsoil108567	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil108408	FOAM_DB
K00376_1.7.2.4	HMMsoil108421	FOAM_DB
K00374_1.7.99.4	HMMsoil108775	FOAM_DB
K00370_1.7.99.4	HMMsoil108934	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil109078	FOAM_DB
K00265_1.4.1.13,1.4.1.14	HMMsoil109101	FOAM_DB
K15878	HMMsoil109220	FOAM_DB
K00366_1.7.7.1	HMMsoil109222	FOAM_DB
K00266_1.4.1.13,1.4.1.14	HMMsoil109237	FOAM_DB
K15864	HMMsoil109315	FOAM_DB
